path,resource count,relation count,codebase resources not deployed,codebase resources requires review,discovered packages total,codebase relations dwarf compiled paths,codebase relations dwarf included paths,codebase resources discrepancies total,dwarf compiled paths not mapped total,dwarf included paths not mapped total,from download url,to download url
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/a/accountsservice-debugsource-23.13.9-4.fc40.x86_64/d2d-details.json,44,23,6,2,4,2,21,2,2,129,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/accountsservice-debugsource-23.13.9-4.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/accountsservice-debuginfo-23.13.9-4.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/a/agistudio-debugsource-1.3.0-31.fc40.x86_64/d2d-details.json,107,92,,1,1,,92,1,2,189,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/agistudio-debugsource-1.3.0-31.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/agistudio-debuginfo-1.3.0-31.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/a/alex4-debugsource-1.0-42.fc40.x86_64/d2d-details.json,47,32,,1,1,1,31,1,2,51,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/alex4-debugsource-1.0-42.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/alex4-debuginfo-1.0-42.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/a/ampache_browser-debugsource-1.0.7-3.fc40.x86_64/d2d-details.json,168,116,,1,1,5,111,1,2,272,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/ampache_browser-debugsource-1.0.7-3.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/ampache_browser-debuginfo-1.0.7-3.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/a/asylum-debugsource-0.3.2-31.fc40.x86_64/d2d-details.json,26,12,,1,1,,12,1,2,43,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/asylum-debugsource-0.3.2-31.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/asylum-debuginfo-0.3.2-31.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/a/admeshgui-debugsource-1.0.1-22.fc40.x86_64/d2d-details.json,38,24,,1,0,1,23,1,2,247,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/admeshgui-debugsource-1.0.1-22.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/admeshgui-debuginfo-1.0.1-22.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/a/anet-debugsource-0.4.1-18.fc40.x86_64/d2d-details.json,73,53,,1,2,12,41,1,2,40,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/anet-debugsource-0.4.1-18.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/anet-debuginfo-0.4.1-18.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/a/auriferous-debugsource-1.0.1-42.fc40.x86_64/d2d-details.json,143,128,,1,1,5,123,1,2,137,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/auriferous-debugsource-1.0.1-42.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/auriferous-debuginfo-1.0.1-42.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/a/atari++-debugsource-1.85-5.fc40.x86_64/d2d-details.json,388,374,,1,1,31,343,1,2,78,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/atari++-debugsource-1.85-5.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/atari++-debuginfo-1.85-5.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/a/atomes-debugsource-1.1.14-2.fc40.x86_64/d2d-details.json,283,473,,1,2,223,250,1,2,202,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/atomes-debugsource-1.1.14-2.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/atomes-debuginfo-1.1.14-2.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/a/altermime-debugsource-0.3.10-32.fc40.x86_64/d2d-details.json,35,21,,1,0,1,20,1,2,22,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/altermime-debugsource-0.3.10-32.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/altermime-debuginfo-0.3.10-32.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/a/aesfix-debugsource-1.0.1-5.fc40.x86_64/d2d-details.json,18,4,,1,0,,4,1,2,36,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/aesfix-debugsource-1.0.1-5.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/aesfix-debuginfo-1.0.1-5.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/a/armacycles-ad-debugsource-0.2.9.2.3-1.20240318gitv0.2.9.2.3.fc40.x86_64/d2d-details.json,214,185,2,2,4,3,182,2,2,259,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/armacycles-ad-debugsource-0.2.9.2.3-1.20240318gitv0.2.9.2.3.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/armacycles-ad-debuginfo-0.2.9.2.3-1.20240318gitv0.2.9.2.3.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/a/applet-window-buttons-debugsource-0.11.1%5e20240221.3047ed7-1.fc40.x86_64/d2d-details.json,78,54,,1,2,2,52,1,2,289,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/applet-window-buttons-debugsource-0.11.1%5e20240221.3047ed7-1.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/applet-window-buttons-debuginfo-0.11.1%5e20240221.3047ed7-1.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/a/arduino-listSerialPortsC-debugsource-1.4.0-18.fc40.x86_64/d2d-details.json,23,2,,3,0,,2,3,2,9,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/arduino-listSerialPortsC-debugsource-1.4.0-18.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/arduino-listSerialPortsC-debuginfo-1.4.0-18.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/a/audacious-plugin-fc-debugsource-0.8.3.6-0.24.fc40.x86_64/d2d-details.json,21,4,,1,1,,4,1,2,25,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/audacious-plugin-fc-debugsource-0.8.3.6-0.24.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/audacious-plugin-fc-debuginfo-0.8.3.6-0.24.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/a/arachne-pnr-debugsource-0.1-0.16.20190729gitc40fb22.fc40.x86_64/d2d-details.json,54,56,,1,3,17,39,1,2,126,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/arachne-pnr-debugsource-0.1-0.16.20190729gitc40fb22.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/arachne-pnr-debuginfo-0.1-0.16.20190729gitc40fb22.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/a/aoetools-debugsource-36-29.fc40.x86_64/d2d-details.json,26,9,,4,1,5,4,4,2,55,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/aoetools-debugsource-36-29.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/aoetools-debuginfo-36-29.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/a/argon2-debugsource-20190702-5.fc40.x86_64/d2d-details.json,33,34,,2,2,7,27,2,2,22,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/argon2-debugsource-20190702-5.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/argon2-debuginfo-20190702-5.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/a/appx-util-debugsource-0.5-4.fc40.x86_64/d2d-details.json,34,16,,1,1,,16,1,2,135,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/appx-util-debugsource-0.5-4.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/appx-util-debuginfo-0.5-4.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/a/anyremote-debugsource-6.7.3-13.fc40.x86_64/d2d-details.json,90,75,,1,2,4,71,1,2,96,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/anyremote-debugsource-6.7.3-13.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/anyremote-debuginfo-6.7.3-13.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/a/atomorun-debugsource-1.1-0.42.pre2.fc40.x86_64/d2d-details.json,25,10,,1,0,1,9,1,2,29,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/atomorun-debugsource-1.1-0.42.pre2.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/atomorun-debuginfo-1.1-0.42.pre2.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/a/alchemyquest-debugsource-0.5.2-13.fc40.x86_64/d2d-details.json,114,96,,1,2,,96,1,2,227,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/alchemyquest-debugsource-0.5.2-13.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/alchemyquest-debuginfo-0.5.2-13.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/a/acpi-debugsource-1.7-23.fc40.x86_64/d2d-details.json,19,5,,1,2,,5,1,2,17,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/acpi-debugsource-1.7-23.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/acpi-debuginfo-1.7-23.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/a/algol68g-debugsource-3.5.1-1.fc40.x86_64/d2d-details.json,147,144,,1,7,20,124,1,2,100,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/algol68g-debugsource-3.5.1-1.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/algol68g-debuginfo-3.5.1-1.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/a/arrows-debugsource-0.6-36.fc40.x86_64/d2d-details.json,19,5,,1,1,,5,1,2,57,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/arrows-debugsource-0.6-36.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/arrows-debuginfo-0.6-36.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/a/angband-debugsource-4.2.5-3.fc40.x86_64/d2d-details.json,321,314,,1,6,164,150,1,2,66,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/angband-debugsource-4.2.5-3.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/angband-debuginfo-4.2.5-3.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/a/AtomicParsley-debugsource-0.9.5-25.fc40.x86_64/d2d-details.json,35,32,,1,5,12,20,1,2,55,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/AtomicParsley-debugsource-0.9.5-25.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/AtomicParsley-debuginfo-0.9.5-25.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/c/calendar-debugsource-1.37-6.20240209cvs.fc40.x86_64/d2d-details.json,21,7,,1,3,3,4,1,2,35,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/c/calendar-debugsource-1.37-6.20240209cvs.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/c/calendar-debuginfo-1.37-6.20240209cvs.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/c/coin-or-Bcp-debugsource-1.4.4-15.fc40.x86_64/d2d-details.json,145,188,,1,0,67,121,1,2,158,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/c/coin-or-Bcp-debugsource-1.4.4-15.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/c/coin-or-Bcp-debuginfo-1.4.4-15.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/c/check-debugsource-0.15.2-12.fc40.x86_64/d2d-details.json,37,19,,1,2,1,18,1,2,42,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/c/check-debugsource-0.15.2-12.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/c/check-debuginfo-0.15.2-12.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/c/cpulimit-debugsource-0.2-21.20151118gitf4d2682.fc40.x86_64/d2d-details.json,23,8,,1,1,1,7,1,2,31,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/c/cpulimit-debugsource-0.2-21.20151118gitf4d2682.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/c/cpulimit-debuginfo-0.2-21.20151118gitf4d2682.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/c/csnappy-debugsource-0-29.20211216git6c10c30.fc40.x86_64/d2d-details.json,18,4,,1,2,,4,1,2,6,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/c/csnappy-debugsource-0-29.20211216git6c10c30.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/c/csnappy-debuginfo-0-29.20211216git6c10c30.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/c/clamsmtp-debugsource-1.10-40.fc39.x86_64/d2d-details.json,27,11,,1,1,1,10,1,2,49,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/c/clamsmtp-debugsource-1.10-40.fc39.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/c/clamsmtp-debuginfo-1.10-40.fc39.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/c/coin-or-CoinMP-debugsource-1.8.4-14.fc40.x86_64/d2d-details.json,27,12,,1,0,,12,1,2,110,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/c/coin-or-CoinMP-debugsource-1.8.4-14.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/c/coin-or-CoinMP-debuginfo-1.8.4-14.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/c/cpipe-debugsource-3.0.1-31.fc40.x86_64/d2d-details.json,17,3,,1,1,,3,1,2,22,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/c/cpipe-debugsource-3.0.1-31.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/c/cpipe-debuginfo-3.0.1-31.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/c/catimg-debugsource-2.7.0-11.fc40.x86_64/d2d-details.json,25,9,,1,2,,9,1,2,23,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/c/catimg-debugsource-2.7.0-11.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/c/catimg-debuginfo-2.7.0-11.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/c/corrida-debugsource-0.96.11-35.fc40.x86_64/d2d-details.json,39,22,,2,0,2,20,2,2,116,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/c/corrida-debugsource-0.96.11-35.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/c/corrida-debuginfo-0.96.11-35.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/c/compat-tolua++-debugsource-1.0.93-20.fc39.x86_64/d2d-details.json,29,12,2,2,1,5,7,2,2,8,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/c/compat-tolua++-debugsource-1.0.93-20.fc39.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/c/compat-tolua++-debuginfo-1.0.93-20.fc39.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/c/ck-debugsource-0.7.1-3.fc39.x86_64/d2d-details.json,51,32,,1,3,,32,1,2,11,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/c/ck-debugsource-0.7.1-3.fc39.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/c/ck-debuginfo-0.7.1-3.fc39.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/c/cadaver-debugsource-0.24-5.fc40.x86_64/d2d-details.json,47,49,,1,5,19,30,1,2,60,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/c/cadaver-debugsource-0.24-5.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/c/cadaver-debuginfo-0.24-5.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/c/cscppc-debugsource-2.2.4-3.fc40.x86_64/d2d-details.json,30,7,4,2,1,1,6,2,2,25,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/c/cscppc-debugsource-2.2.4-3.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/c/cscppc-debuginfo-2.2.4-3.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/c/cswrap-debugsource-2.2.3-4.fc40.x86_64/d2d-details.json,26,3,4,2,1,,3,2,2,41,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/c/cswrap-debugsource-2.2.3-4.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/c/cswrap-debuginfo-2.2.3-4.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/c/c4core-debugsource-0.1.11-17.fc40.x86_64/d2d-details.json,39,21,,1,1,2,19,1,2,74,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/c/c4core-debugsource-0.1.11-17.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/c/c4core-debuginfo-0.1.11-17.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/c/contractor-debugsource-0.3.5-16.fc40.x86_64/d2d-details.json,50,48,,1,1,16,32,1,2,59,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/c/contractor-debugsource-0.3.5-16.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/c/contractor-debuginfo-0.3.5-16.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/c/clxclient-debugsource-3.9.2-11.fc40.x86_64/d2d-details.json,30,15,,1,2,,15,1,2,37,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/c/clxclient-debugsource-3.9.2-11.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/c/clxclient-debuginfo-3.9.2-11.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/c/cage-debugsource-0.1.5-3.fc40.x86_64/d2d-details.json,31,15,,1,1,,15,1,2,82,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/c/cage-debugsource-0.1.5-3.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/c/cage-debuginfo-0.1.5-3.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/c/cups-pk-helper-debugsource-0.2.7-7.fc40.x86_64/d2d-details.json,24,8,,1,1,1,7,1,2,84,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/c/cups-pk-helper-debugsource-0.2.7-7.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/c/cups-pk-helper-debuginfo-0.2.7-7.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/c/compat-flex-debugsource-2.5.4a-32.fc40.x86_64/d2d-details.json,30,16,,1,1,3,13,1,2,14,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/c/compat-flex-debugsource-2.5.4a-32.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/c/compat-flex-debuginfo-2.5.4a-32.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/c/csdp-debugsource-6.2.0-18.fc40.x86_64/d2d-details.json,65,42,5,2,0,8,34,2,2,20,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/c/csdp-debugsource-6.2.0-18.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/c/csdp-debuginfo-6.2.0-18.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/c/chan-debugsource-0.0.4-12.fc40.x86_64/d2d-details.json,19,6,,1,0,2,4,1,2,15,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/c/chan-debugsource-0.0.4-12.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/c/chan-debuginfo-0.0.4-12.fc40.x86_64.rpm#to
