path,resource count,relation count,codebase resources not deployed,codebase resources requires review,discovered packages total,codebase relations dwarf compiled paths,codebase relations dwarf included paths,codebase resources discrepancies total,dwarf compiled paths not mapped total,dwarf included paths not mapped total,from download url,to download url
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/a/arpage-debugsource-0.3.3-38.fc40.x86_64/d2d-details.json,37,22,,3,1,2,20,3,4,290,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/arpage-debugsource-0.3.3-38.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/arpage-debuginfo-0.3.3-38.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/a/airtsp-debugsource-1.01.11-1.fc40.x86_64/d2d-details.json,98,72,,3,1,4,68,3,4,810,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/airtsp-debugsource-1.01.11-1.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/airtsp-debuginfo-1.01.11-1.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/a/avahi-debugsource-0.8-26.fc40.x86_64/d2d-details.json,247,157,86,3,3,4,153,3,4,214,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/avahi-debugsource-0.8-26.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/avahi-debuginfo-0.8-26.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/a/atari800-debugsource-5.2.0-3.fc40.x86_64/d2d-details.json,200,205,,3,11,31,174,3,4,85,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/atari800-debugsource-5.2.0-3.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/atari800-debuginfo-5.2.0-3.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/a/amtterm-debugsource-1.6-20.fc40.x86_64/d2d-details.json,28,15,,3,1,,15,3,4,103,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/amtterm-debugsource-1.6-20.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/amtterm-debuginfo-1.6-20.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/a/aom-debugsource-3.8.2-1.fc40.x86_64/d2d-details.json,695,199,540,3,3,40,159,3,4,138,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/aom-debugsource-3.8.2-1.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/aom-debuginfo-3.8.2-1.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/a/aalib-debugsource-1.4.0-0.50.rc5.fc40.x86_64/d2d-details.json,86,10,57,5,1,,10,5,4,14,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/aalib-debugsource-1.4.0-0.50.rc5.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/aalib-debuginfo-1.4.0-0.50.rc5.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/a/appstream-debugsource-1.0.2-2.fc40.x86_64/d2d-details.json,279,236,97,3,9,6,230,3,4,192,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/appstream-debugsource-1.0.2-2.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/appstream-debuginfo-1.0.2-2.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/a/a2jmidid-debugsource-9-13.fc40.x86_64/d2d-details.json,49,29,,4,3,,29,4,4,82,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/a2jmidid-debugsource-9-13.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/a2jmidid-debuginfo-9-13.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/a/autodocksuite-debugsource-4.2.6-22.fc40.x86_64/d2d-details.json,233,220,,3,4,26,194,3,4,133,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/autodocksuite-debugsource-4.2.6-22.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/autodocksuite-debuginfo-4.2.6-22.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/a/aprsd-debugsource-2.2.5-15.6.fc40.34.x86_64/d2d-details.json,63,45,,3,2,4,41,3,4,209,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/aprsd-debugsource-2.2.5-15.6.fc40.34.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/aprsd-debuginfo-2.2.5-15.6.fc40.34.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/a/autotrace-debugsource-0.31.9-10.fc40.x86_64/d2d-details.json,106,136,,3,2,43,93,3,4,81,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/autotrace-debugsource-0.31.9-10.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/autotrace-debuginfo-0.31.9-10.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/a/akonadi-calendar-tools-debugsource-24.02.1-1.fc40.x86_64/d2d-details.json,57,31,,3,2,3,28,3,4,450,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/akonadi-calendar-tools-debugsource-24.02.1-1.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/akonadi-calendar-tools-debuginfo-24.02.1-1.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/c/CUnit-debugsource-2.1.3-32.fc40.x86_64/d2d-details.json,34,20,,1,1,8,12,1,4,24,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/c/CUnit-debugsource-2.1.3-32.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/c/CUnit-debuginfo-2.1.3-32.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/c/chordii-debugsource-4.5.3b-21.fc40.x86_64/d2d-details.json,27,12,,3,1,,12,3,4,26,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/c/chordii-debugsource-4.5.3b-21.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/c/chordii-debuginfo-4.5.3b-21.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/c/CGSI-gSOAP-debugsource-1.3.11-23.fc40.x86_64/d2d-details.json,27,8,,5,1,,8,5,4,131,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/c/CGSI-gSOAP-debugsource-1.3.11-23.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/c/CGSI-gSOAP-debuginfo-1.3.11-23.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/c/compat-readline5-debugsource-5.2-48.fc40.x86_64/d2d-details.json,64,69,,3,1,3,66,3,4,71,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/c/compat-readline5-debugsource-5.2-48.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/c/compat-readline5-debuginfo-5.2-48.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/f/fcitx-libpinyin-debugsource-0.5.4-10.fc40.x86_64/d2d-details.json,66,41,,3,2,3,38,3,4,300,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/f/fcitx-libpinyin-debugsource-0.5.4-10.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/f/fcitx-libpinyin-debuginfo-0.5.4-10.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/f/freeze-debugsource-2.5.0-39.fc40.x86_64/d2d-details.json,31,17,,3,0,4,13,3,4,24,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/f/freeze-debugsource-2.5.0-39.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/f/freeze-debuginfo-2.5.0-39.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/e/elementary-mail-debugsource-7.2.0-3.fc40.x86_64/d2d-details.json,125,117,,3,3,40,77,3,4,351,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/e/elementary-mail-debugsource-7.2.0-3.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/e/elementary-mail-debuginfo-7.2.0-3.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/e/e-antic-debugsource-2.0.2-1.fc40.x86_64/d2d-details.json,135,210,,3,2,99,111,3,4,247,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/e/e-antic-debugsource-2.0.2-1.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/e/e-antic-debuginfo-2.0.2-1.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/b/bitmap-debugsource-1.0.9-12.fc40.x86_64/d2d-details.json,33,13,,4,1,,13,4,4,52,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/b/bitmap-debugsource-1.0.9-12.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/b/bitmap-debuginfo-1.0.9-12.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/b/boost-http-server-debugsource-0-10.20220116gitcd5245f.fc40.x86_64/d2d-details.json,40,66,,3,1,16,50,3,4,1305,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/b/boost-http-server-debugsource-0-10.20220116gitcd5245f.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/b/boost-http-server-debuginfo-0-10.20220116gitcd5245f.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/b/biloba-debugsource-0.9.3-31.fc40.x86_64/d2d-details.json,64,62,,3,1,,62,3,4,74,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/b/biloba-debugsource-0.9.3-31.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/b/biloba-debuginfo-0.9.3-31.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/b/bcd-debugsource-1.1-13.20180610gitd94c9fa.fc40.x86_64/d2d-details.json,61,32,2,3,2,,32,3,4,407,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/b/bcd-debugsource-1.1-13.20180610gitd94c9fa.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/b/bcd-debuginfo-1.1-13.20180610gitd94c9fa.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/b/bvi-debugsource-1.4.2-4.fc40.x86_64/d2d-details.json,32,16,,3,3,2,14,3,4,50,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/b/bvi-debugsource-1.4.2-4.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/b/bvi-debuginfo-1.4.2-4.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/a/amavisd-milter-debugsource-1.7.2-7.fc40.x86_64/d2d-details.json,24,9,,1,1,2,7,1,3,44,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/amavisd-milter-debugsource-1.7.2-7.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/amavisd-milter-debuginfo-1.7.2-7.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/a/abrt-java-connector-debugsource-1.3.2-6.fc40.x86_64/d2d-details.json,33,8,,3,1,,8,3,3,79,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/abrt-java-connector-debugsource-1.3.2-6.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/abrt-java-connector-debuginfo-1.3.2-6.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/a/adplug-debugsource-2.3.3-9.fc40.x86_64/d2d-details.json,159,213,,3,6,68,145,3,3,165,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/adplug-debugsource-2.3.3-9.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/adplug-debuginfo-2.3.3-9.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/a/aemu-debugsource-0.1.2%5e20231031gitdd8b929c-3.fc40.x86_64/d2d-details.json,169,151,,5,1,2,149,5,3,382,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/aemu-debugsource-0.1.2%5e20231031gitdd8b929c-3.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/aemu-debuginfo-0.1.2%5e20231031gitdd8b929c-3.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/a/anyterm-debugsource-1.2.3-19.fc40.x86_64/d2d-details.json,89,79,,1,2,11,68,1,3,361,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/anyterm-debugsource-1.2.3-19.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/anyterm-debuginfo-1.2.3-19.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/a/authbind-debugsource-2.1.2-6.fc40.x86_64/d2d-details.json,26,3,,4,1,,3,4,3,48,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/authbind-debugsource-2.1.2-6.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/authbind-debuginfo-2.1.2-6.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/a/accel-config-debugsource-4.1.1-4.fc40.x86_64/d2d-details.json,50,34,3,2,3,9,25,2,3,39,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/accel-config-debugsource-4.1.1-4.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/accel-config-debuginfo-4.1.1-4.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/a/adcli-debugsource-0.9.2-6.fc40.x86_64/d2d-details.json,38,31,,1,1,9,22,1,3,59,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/adcli-debugsource-0.9.2-6.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/adcli-debuginfo-0.9.2-6.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/c/cryptobone-debugsource-1.6-5.fc40.x86_64/d2d-details.json,32,10,,4,1,,10,4,3,31,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/c/cryptobone-debugsource-1.6-5.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/c/cryptobone-debuginfo-1.6-5.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/c/coin-or-Vol-debugsource-1.5.4-13.fc40.x86_64/d2d-details.json,24,6,,3,2,,6,3,3,150,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/c/coin-or-Vol-debugsource-1.5.4-13.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/c/coin-or-Vol-debuginfo-1.5.4-13.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/f/fox-debugsource-1.6.57-16.fc40.x86_64/d2d-details.json,705,705,47,3,1,13,692,3,3,132,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/f/fox-debugsource-1.6.57-16.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/f/fox-debuginfo-1.6.57-16.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/f/free42-debugsource-3.1.5-1.fc40.x86_64/d2d-details.json,160,202,,1,2,64,138,1,3,185,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/f/free42-debugsource-3.1.5-1.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/f/free42-debuginfo-3.1.5-1.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/e/espeak-debugsource-1.48.04-29.fc40.x86_64/d2d-details.json,58,40,,3,2,1,39,3,3,94,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/e/espeak-debugsource-1.48.04-29.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/e/espeak-debuginfo-1.48.04-29.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/e/eclib-debugsource-20231212-1.fc40.x86_64/d2d-details.json,193,186,,3,5,6,180,3,3,613,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/e/eclib-debugsource-20231212-1.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/e/eclib-debuginfo-20231212-1.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/b/bridge-utils-debugsource-1.7.1-9.fc40.x86_64/d2d-details.json,26,14,,1,1,4,10,1,3,32,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/b/bridge-utils-debugsource-1.7.1-9.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/b/bridge-utils-debuginfo-1.7.1-9.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/b/busybox-debugsource-1.36.1-7.fc40.x86_64/d2d-details.json,717,1677,11,2,44,554,1123,2,3,112,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/b/busybox-debugsource-1.36.1-7.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/b/busybox-debuginfo-1.36.1-7.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/4/4diac-forte-debugsource-2.0.1-8.fc40.x86_64/d2d-details.json,1592,1519,,1,1,26,1493,1,2,138,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/4/4diac-forte-debugsource-2.0.1-8.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/4/4diac-forte-debuginfo-2.0.1-8.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/4/4Pane-debugsource-8.0-8.fc40.x86_64/d2d-details.json,101,83,,1,4,2,81,1,2,379,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/4/4Pane-debugsource-8.0-8.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/4/4Pane-debuginfo-8.0-8.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/4/4th-debugsource-3.62.5-16.fc40.x86_64/d2d-details.json,28,13,,1,1,4,9,1,2,23,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/4/4th-debugsource-3.62.5-16.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/4/4th-debuginfo-3.62.5-16.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/a/appeditor-debugsource-1.1.5-6.fc40.x86_64/d2d-details.json,60,60,,1,2,22,38,1,2,153,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/appeditor-debugsource-1.1.5-6.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/appeditor-debuginfo-1.1.5-6.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/a/alligator-debugsource-24.02.1-1.fc40.x86_64/d2d-details.json,72,50,,1,3,1,49,1,2,240,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/alligator-debugsource-24.02.1-1.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/alligator-debuginfo-24.02.1-1.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/a/akonadi-notes-debugsource-24.02.1-1.fc40.x86_64/d2d-details.json,23,5,,1,1,1,4,1,2,162,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/akonadi-notes-debugsource-24.02.1-1.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/akonadi-notes-debuginfo-24.02.1-1.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/a/alienblaster-debugsource-1.1.0-36.fc40.x86_64/d2d-details.json,89,74,,1,2,1,73,1,2,115,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/alienblaster-debugsource-1.1.0-36.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/alienblaster-debuginfo-1.1.0-36.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/a/agenda-debugsource-1.1.2-24.fc40.x86_64/d2d-details.json,43,28,,1,2,10,18,1,2,107,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/agenda-debugsource-1.1.2-24.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/agenda-debuginfo-1.1.2-24.fc40.x86_64.rpm#to
data/archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/a/apachetop-debugsource-0.23.2-4.fc40.x86_64/d2d-details.json,37,22,,1,0,2,20,1,2,43,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/apachetop-debugsource-0.23.2-4.fc40.x86_64.rpm#from,https://archive.fedoraproject.org/pub/fedora/linux/releases/40/Everything/x86_64/debug/tree/Packages/a/apachetop-debuginfo-0.23.2-4.fc40.x86_64.rpm#to
